Fri Aug  4 14:29:04 2023||-0.197 0.059 -0.974 0.924 0.016 0.348
Fri Aug  4 14:29:04 2023||-0.197 0.058 -0.980 0.922 -0.006 0.353
Fri Aug  4 14:29:04 2023||-0.199 0.059 -0.980 0.924 0.019 0.334
Fri Aug  4 14:29:04 2023||-0.196 0.063 -0.983 0.920 0.020 0.349
Fri Aug  4 14:29:04 2023||-0.203 0.059 -0.979 0.913 0.024 0.347
Fri Aug  4 14:29:04 2023||-0.197 0.061 -0.976 0.916 0.018 0.366
Fri Aug  4 14:29:04 2023||-0.202 0.056 -0.977 0.919 0.036 0.359
Fri Aug  4 14:29:04 2023||-0.196 0.061 -0.979 0.922 0.026 0.345
Fri Aug  4 14:29:04 2023||-0.198 0.060 -0.980 0.913 0.033 0.335
Fri Aug  4 14:29:05 2023||-0.201 0.058 -0.985 0.906 0.017 0.349
Fri Aug  4 14:29:05 2023||-0.199 0.059 -0.982 0.914 0.029 0.368
Fri Aug  4 14:29:05 2023||-0.198 0.057 -0.981 0.965 0.169 0.619
Fri Aug  4 14:29:05 2023||-0.201 0.059 -0.975 0.904 0.072 0.395
Fri Aug  4 14:29:05 2023||-0.200 0.060 -0.976 0.905 0.059 0.378
Fri Aug  4 14:29:05 2023||-0.196 0.063 -0.975 0.928 0.135 0.296
Fri Aug  4 14:29:05 2023||-0.198 0.060 -0.986 0.733 0.171 1.281
Fri Aug  4 14:29:05 2023||-0.204 0.059 -0.978 0.315 0.347 -0.674
Fri Aug  4 14:29:05 2023||-0.199 0.056 -0.987 0.697 -0.270 0.650
Fri Aug  4 14:29:05 2023||-0.202 0.052 -0.986 0.136 0.611 -0.987
Fri Aug  4 14:29:05 2023||-0.198 0.059 -0.984 -0.035 -0.278 -0.630
Fri Aug  4 14:29:05 2023||-0.200 0.055 -0.984 -0.014 -0.034 -0.960
Fri Aug  4 14:29:06 2023||-0.201 0.061 -0.982 -0.063 -0.052 -1.124
Fri Aug  4 14:29:06 2023||-0.202 0.062 -0.979 -0.182 -0.110 -1.083
Fri Aug  4 14:29:06 2023||-0.200 0.060 -0.984 -0.218 -0.007 -0.993
Fri Aug  4 14:29:06 2023||-0.200 0.055 -0.980 -0.250 -0.023 -0.943
Fri Aug  4 14:29:06 2023||-0.199 0.061 -0.980 -0.276 0.013 -0.875
Fri Aug  4 14:29:06 2023||-0.199 0.061 -0.978 -0.288 -0.027 -1.007
Fri Aug  4 14:29:06 2023||-0.199 0.060 -0.981 -0.315 -0.036 -0.950
Fri Aug  4 14:29:06 2023||-0.196 0.059 -0.983 -0.319 -0.034 -0.979
Fri Aug  4 14:29:06 2023||-0.206 0.059 -0.981 -0.021 -0.476 1.725
Fri Aug  4 14:29:06 2023||-0.200 0.058 -0.978 -0.397 -0.056 -0.931
Fri Aug  4 14:29:06 2023||-0.205 0.060 -0.979 -0.389 -0.044 -0.918
Fri Aug  4 14:29:07 2023||-0.196 0.056 -0.983 -0.387 -0.036 -0.921
Fri Aug  4 14:29:07 2023||-0.203 0.057 -0.978 -0.370 -0.049 -0.927
Fri Aug  4 14:29:07 2023||-0.200 0.059 -0.971 -0.388 -0.044 -0.915
Fri Aug  4 14:29:07 2023||-0.196 0.060 -0.977 -0.384 -0.049 -0.938
Fri Aug  4 14:29:07 2023||-0.196 0.059 -0.974 -0.382 -0.035 -0.926
Fri Aug  4 14:29:07 2023||-0.196 0.058 -0.984 -0.370 -0.023 -0.896
Fri Aug  4 14:29:07 2023||-0.203 0.060 -0.979 -0.366 -0.046 -0.972
Fri Aug  4 14:29:07 2023||-0.198 0.061 -0.979 -0.367 -0.039 -0.969
Fri Aug  4 14:29:07 2023||-0.201 0.059 -0.980 -0.325 -0.051 -0.982
Fri Aug  4 14:29:07 2023||-0.198 0.059 -0.983 -0.282 0.057 -0.730
Fri Aug  4 14:29:07 2023||-0.195 0.060 -0.974 -0.156 -0.052 -0.979
Fri Aug  4 14:29:07 2023||-0.200 0.056 -0.970 -0.104 -0.049 -1.036
Fri Aug  4 14:29:08 2023||-0.198 0.059 -0.978 -0.057 -0.072 -1.161
Fri Aug  4 14:29:08 2023||-0.196 0.058 -0.983 0.031 0.031 -1.002
Fri Aug  4 14:29:08 2023||-0.196 0.062 -0.974 0.047 -0.013 -0.969
Fri Aug  4 14:29:08 2023||-0.202 0.060 -0.975 0.057 -0.056 -1.042
Fri Aug  4 14:29:08 2023||-0.202 0.060 -0.978 0.048 -0.047 -0.989
Fri Aug  4 14:29:08 2023||-0.204 0.057 -0.980 0.040 -0.051 -1.004
Fri Aug  4 14:29:08 2023||-0.198 0.059 -0.981 0.056 -0.004 -1.012
Fri Aug  4 14:29:08 2023||-0.203 0.060 -0.978 -0.104 -0.950 -1.216
Fri Aug  4 14:29:08 2023||-0.202 0.060 -0.979 -0.563 -0.543 -2.000
Fri Aug  4 14:29:08 2023||-0.205 0.057 -0.980 -0.142 -0.495 -0.955
Fri Aug  4 14:29:08 2023||-0.203 0.060 -0.979 -0.486 -1.215 -0.869
Fri Aug  4 14:29:08 2023||-0.199 0.058 -0.977 -0.498 -0.900 0.431
Fri Aug  4 14:29:09 2023||-0.200 0.057 -0.974 -0.453 -0.588 1.015
Fri Aug  4 14:29:09 2023||-0.198 0.056 -0.983 -0.286 -0.613 0.912
Fri Aug  4 14:29:09 2023||-0.201 0.060 -0.981 -0.079 -0.354 0.818
Fri Aug  4 14:29:09 2023||-0.194 0.061 -0.978 -0.062 -0.702 0.083
Fri Aug  4 14:29:09 2023||-0.200 0.057 -0.979 -0.108 -1.149 0.580
Fri Aug  4 14:29:09 2023||-0.201 0.055 -0.979 -0.160 -0.797 0.553
Fri Aug  4 14:29:09 2023||-0.200 0.058 -0.981 -0.211 -1.195 0.456
Fri Aug  4 14:29:09 2023||-0.197 0.058 -0.974 -0.105 -1.006 0.513
Fri Aug  4 14:29:09 2023||-0.199 0.057 -0.978 -0.072 -0.835 -0.133
Fri Aug  4 14:29:09 2023||-0.199 0.059 -0.987 -0.108 -0.749 0.283
Fri Aug  4 14:29:09 2023||-0.201 0.058 -0.979 -0.170 -0.951 0.364
Fri Aug  4 14:29:10 2023||-0.199 0.058 -0.980 -0.180 -0.869 0.417
Fri Aug  4 14:29:10 2023||-0.199 0.053 -0.979 -0.197 -0.822 0.391
Fri Aug  4 14:29:10 2023||-0.196 0.058 -0.980 -0.198 -0.849 0.475
Fri Aug  4 14:29:10 2023||-0.198 0.056 -0.979 -0.219 -0.859 0.436
Fri Aug  4 14:29:10 2023||-0.200 0.058 -0.982 -0.214 -0.836 0.436
